iter	Passed	Remaining
201	273	1079
202	274	1077
203	276	1077
204	277	1075
205	278	1074
206	280	1073
207	282	1076
208	285	1080
209	287	1080
210	288	1078
211	289	1077
212	291	1076
213	292	1074
214	293	1071
215	294	1068
216	295	1066
217	296	1065
218	298	1066
219	300	1064
220	301	1062
221	302	1060
222	303	1058
223	304	1055
224	305	1053
225	307	1051
226	308	1049
227	309	1047
228	311	1048
229	313	1048
230	315	1048
231	316	1046
232	317	1044
233	318	1044
234	320	1041
235	320	1039
236	321	1036
237	323	1034
238	324	1032
239	325	1032
240	327	1031
241	329	1030
242	330	1030
243	331	1027
244	332	1025
245	333	1022
246	334	1021
247	335	1018
248	336	1015
249	337	1012
250	338	1009
251	340	1012
252	342	1011
253	343	1010
254	345	1009
255	346	1007
256	348	1006
257	349	1003
258	350	1001
259	350	998
260	351	996
261	352	993
262	355	995
263	357	996
264	358	995
265	359	992
266	360	989
267	361	987
268	362	984
269	363	982
270	364	979
271	364	976
272	365	973
273	366	971
274	367	968
275	369	968
276	372	973
277	374	973
278	375	971
279	376	969
280	378	967
281	379	965
282	380	963
283	381	961
284	382	959
285	384	959
286	387	961
287	388	961
288	389	958
289	390	956
290	391	955
291	393	953
292	394	951
293	395	949
294	396	947
295	397	945
296	400	947
297	401	946
298	403	945
299	404	943
300	405	941
301	406	939
302	407	937
303	408	935
304	410	934
305	412	936
306	414	936
307	416	936
308	418	935
309	420	934
310	422	935
311	423	933
312	424	932
313	426	930
314	427	930
315	429	930
316	430	928
317	431	926
318	432	924
319	433	922
320	435	920
321	436	918
322	437	916
323	438	914
324	440	915
325	443	916
326	444	915
327	446	913
328	447	912
329	448	910
330	449	908
331	450	906
332	451	904
333	452	903
334	455	904
335	457	904
336	459	903
337	460	901
338	461	900
339	462	898
340	463	896
341	464	894
342	465	892
343	466	890
344	468	888
345	470	889
346	472	888
347	473	886
348	474	884
349	475	882
350	476	880
351	477	878
352	478	876
353	479	874
354	480	872
355	483	873
356	485	874
357	487	873
358	488	871
359	489	870
360	490	868
361	491	866
362	492	864
363	493	862
364	494	860
365	495	858
366	497	858
367	499	857
368	500	856
369	501	854
370	503	852
371	504	851
372	505	849
373	506	847
374	507	845
375	507	842
376	508	840
377	511	842
378	513	840
379	513	838
380	514	836
381	515	834
382	516	831
383	517	829
384	518	827
385	519	825
386	520	823
387	520	821
388	521	819
389	523	819
390	525	818
391	526	817
392	527	814
393	528	812
394	529	810
395	530	808
396	530	806
397	531	804
398	532	802
399	533	800
400	534	798
401	535	795
402	536	794
403	537	792
404	539	792
405	541	791
406	541	789
407	542	787
408	543	785
409	544	783
410	545	781
411	546	779
412	547	777
413	547	775
414	548	773
415	549	771
416	550	769
417	552	769
418	555	769
419	556	768
420	557	766
421	558	764
422	559	762
423	559	760
424	560	758
425	561	757
426	562	755
427	563	753
428	564	751
429	565	749
430	569	751
431	570	750
432	571	748
433	572	746
434	573	744
435	574	742
436	574	740
437	575	738
438	576	736
439	577	734
440	578	732
441	579	730
442	579	729
443	581	728
444	583	728
445	584	726
446	585	724
447	586	722
448	587	720
449	588	718
450	589	717
451	590	715
452	590	713
453	591	711
454	592	709
455	593	708
456	594	706
457	595	704
458	598	705
459	600	704
460	600	702
461	601	700
462	602	699
463	603	697
464	604	695
465	605	693
466	606	692
467	607	690
468	607	688
469	608	686
470	609	684
471	613	686
472	615	686
473	617	684
474	617	682
475	618	681
476	619	679
477	620	677
478	621	675
479	621	673
480	622	671
481	623	670
482	624	668
483	627	668
484	628	667
485	630	666
486	631	665
487	632	663
488	633	662
489	634	660
490	635	658
491	636	657
492	637	655
493	638	653
494	639	652
495	641	651
496	642	650
497	643	648
498	644	647
499	645	645
500	646	643
501	647	642
502	647	640
503	648	638
504	649	636
505	650	634
506	651	633
507	654	633
508	657	633
509	658	632
510	659	631
511	661	630
512	662	628
513	663	627
514	664	625
515	665	624
516	667	623
517	668	622
518	670	621
519	672	620
520	673	619
521	674	617
522	675	616
523	676	614
524	677	613
525	678	611
526	680	610
527	681	608
528	684	609
529	685	608
530	687	606
531	688	605
532	689	603
533	690	602
534	691	601
535	692	599
536	693	598
537	694	596
538	696	595
539	698	594
540	700	593
541	701	592
542	702	591
543	703	589
544	704	588
545	705	586
546	707	585
547	708	584
548	711	584
549	713	583
550	715	582
551	715	581
552	717	579
553	718	578
554	719	576
555	720	575
556	722	574
557	723	573
558	727	573
559	729	573
560	731	572
561	732	570
562	733	569
563	735	568
564	736	567
565	737	565
566	742	566
567	744	566
568	745	564
569	746	563
570	747	561
571	748	560
572	749	558
573	750	557
574	751	555
575	754	555
576	757	555
577	759	554
578	760	553
579	761	551
580	762	550
581	763	548
582	765	547
583	766	545
584	767	544
585	773	546
586	775	545
587	777	544
588	779	543
589	780	542
590	781	540
591	782	539
592	784	538
593	787	538
594	789	537
595	790	535
596	792	534
597	793	533
598	794	531
599	795	530
600	795	528
601	796	526
602	798	525
603	800	524
604	802	523
605	803	522
606	805	521
607	806	519
608	807	518
609	808	516
610	808	514
611	809	513
612	810	511
613	815	512
614	817	511
615	818	510
616	819	508
617	820	507
618	821	505
619	822	504
620	823	502
621	824	500
622	825	499
623	828	499
624	831	499
625	833	497
626	834	496
627	835	495
628	836	493
629	837	491
630	838	490
631	838	488
632	839	486
633	842	486
634	846	486
635	847	484
636	848	483
637	850	482
638	851	480
639	851	479
640	852	477
641	853	476
642	854	474
643	860	475
644	861	474
645	862	472
646	863	471
647	865	470
648	866	468
649	866	466
650	867	465
651	869	464
652	872	463
653	874	462
654	875	461
655	876	459
656	878	458
657	879	457
658	881	456
659	882	454
660	883	453
661	887	452
662	889	452
663	890	450
664	892	449
665	893	448
666	894	446
667	895	445
668	896	443
669	897	441
670	898	440
671	901	439
672	903	439
673	905	437
674	906	436
675	907	434
676	908	433
677	909	432
678	910	430
679	911	428
680	912	427
681	913	425
682	914	424
683	917	423
684	919	422
685	920	421
686	921	419
687	923	418
688	924	417
689	925	415
690	925	414
691	927	412
692	927	411
693	932	411
694	934	409
695	935	408
696	936	407
697	937	405
698	938	404
699	939	402
700	940	401
701	941	399
702	942	398
703	947	398
704	949	397
705	950	395
706	951	394
707	952	392
708	953	391
709	954	389
710	955	388
711	956	386
712	957	385
713	958	383
714	960	382
715	962	381
716	964	380
717	965	379
718	967	378
719	968	376
720	968	374
721	969	373
722	970	371
723	971	370
724	973	369
725	976	368
726	978	367
727	978	365
728	979	364
729	980	362
730	981	361
731	981	359
732	982	357
733	983	356
734	984	354
735	984	353
736	985	351
737	986	350
738	987	348
739	989	347
740	992	346
741	993	345
742	994	344
743	995	342
744	996	341
745	997	339
746	998	338
747	999	336
748	1000	335
749	1001	333
750	1004	332
751	1007	332
752	1008	330
753	1009	329
754	1011	328
755	1012	326
756	1013	325
757	1014	323
758	1015	322
759	1016	320
760	1018	319
761	1021	318
762	1022	317
763	1023	316
764	1024	314
765	1026	313
766	1027	312
767	1028	310
768	1029	309
769	1030	307
770	1032	306
771	1034	305
772	1036	304
773	1037	302
774	1038	301
775	1039	300
776	1041	298
777	1042	297
778	1043	295
779	1044	294
780	1045	293
781	1047	292
782	1049	290
783	1051	289
784	1052	288
785	1053	286
786	1055	285
787	1056	284
788	1057	282
789	1058	281
790	1059	279
791	1061	278
792	1064	277
793	1065	276
794	1066	275
795	1067	273
796	1069	272
797	1070	270
798	1071	269
799	1072	268
800	1073	266
801	1075	265
802	1076	264
803	1079	263
804	1080	261
805	1081	260
806	1082	258
807	1084	257
808	1084	256
809	1086	254
810	1087	253
811	1088	251
812	1089	250
813	1091	249
814	1093	248
815	1095	246
816	1096	245
817	1097	244
818	1098	242
819	1099	241
820	1100	239
821	1101	238
822	1103	237
823	1103	235
824	1108	235
825	1110	233
826	1111	232
827	1112	231
828	1113	229
829	1115	228
830	1116	226
831	1117	225
832	1118	224
833	1120	223
834	1123	221
835	1125	220
836	1126	219
837	1127	217
838	1128	216
839	1129	215
840	1130	213
841	1131	212
842	1132	210
843	1133	209
844	1135	208
845	1137	207
846	1138	205
847	1139	204
848	1141	202
849	1142	201
850	1143	200
851	1144	198
852	1145	197
853	1146	196
854	1149	194
855	1150	193
856	1151	192
857	1152	190
858	1153	189
859	1154	187
860	1155	186
861	1156	185
862	1157	183
863	1157	182
864	1158	180
865	1159	179
866	1160	177
867	1160	176
868	1163	175
869	1165	174
870	1166	172
871	1167	171
872	1168	169
873	1169	168
874	1170	167
875	1171	165
876	1172	164
877	1172	162
878	1174	161
879	1174	160
880	1175	158
881	1178	157
882	1180	156
883	1181	155
884	1182	153
885	1183	152
886	1184	150
887	1185	149
888	1185	148
889	1186	146
890	1187	145
891	1188	143
892	1189	142
893	1191	141
894	1193	140
895	1195	138
896	1196	137
897	1196	135
898	1197	134
899	1198	133
900	1199	131
901	1200	130
902	1201	129
903	1201	127
904	1202	126
905	1203	124
906	1204	123
907	1207	122
908	1209	121
909	1210	119
910	1211	118
911	1212	116
912	1213	115
913	1213	114
914	1214	112
915	1215	111
916	1216	110
917	1217	108
918	1218	107
919	1220	106
920	1222	104
921	1223	103
922	1224	102
923	1225	100
924	1226	99
925	1227	98
926	1228	96
927	1229	95
928	1229	94
929	1230	92
930	1231	91
931	1232	89
932	1233	88
933	1235	87
934	1237	86
935	1238	84
936	1239	83
937	1240	81
938	1241	80
939	1241	79
940	1242	77
941	1243	76
942	1244	75
943	1245	73
944	1246	72
945	1246	71
946	1247	69
947	1248	68
948	1250	67
949	1251	65
950	1253	64
951	1254	63
952	1254	61
953	1255	60
954	1256	59
955	1257	57
956	1258	56
957	1259	55
958	1260	53
959	1260	52
960	1261	51
961	1264	49
962	1266	48
963	1267	47
964	1268	45
965	1268	44
966	1269	43
967	1270	42
968	1271	40
969	1272	39
970	1273	38
971	1274	36
972	1274	35
973	1277	34
974	1279	32
975	1280	31
976	1281	30
977	1282	28
978	1283	27
979	1284	26
980	1285	24
981	1286	23
982	1286	22
983	1287	20
984	1288	19
985	1289	18
986	1290	16
987	1292	15
988	1293	14
989	1294	13
990	1295	11
991	1296	10
992	1297	9
993	1298	7
994	1299	6
995	1299	5
996	1300	3
997	1301	2
998	1302	1
999	1303	0
